country	FLAI_time	t1	t2	s_hat	s_var	vaccinated	recovered	delta_recov	alpha_recov	alpha_count_t1	alpha_count_t2	delta_count_t1	delta_count_t2	av_cases	x_wt	x_delta	x_alpha
CA	44370	06/04/2021	07/14/2021	0.113	3.1e-06	0.483	0.094	0.000401773641839921	0.0030732234388297793	1360	326	923	20024	31.81	0.17000090914066235	0.6797538052069736	0.15024528565236406
NORWAY	44339	05/04/2021	06/13/2021	0.071	2.77e-05	0.159	0.022	7.608212697718523e-05	0.010745398708289246	2556	1244	26	209	64.19	0.007275043356968047	0.021427659863213717	0.9712972967798182
NORWAY	44346	05/11/2021	06/20/2021	0.076	2.09e-05	0.189	0.023	0.00010917463451577977	0.011042677245722724	2475	983	35	284	55.82	0.007484354315911768	0.049182209244541183	0.943333436439547
NORWAY	44353	05/18/2021	06/27/2021	0.08	1.98e-05	0.219	0.023	0.00015653827135481225	0.011268568665388785	2212	756	39	325	50.27	0.009340887604050607	0.10042711169250064	0.8902320007034488
NORWAY	44360	05/25/2021	07/04/2021	0.088	1.5e-05	0.245	0.023	0.00022319829671789407	0.011441735066740368	1925	498	45	386	42.12	0.010599835961591308	0.1517617873708848	0.8376383766675239
NORWAY	44367	06/01/2021	07/11/2021	0.086	1.04e-05	0.265	0.024	0.000315105305088537	0.011576800837620384	1612	262	96	482	36.52	0.010478804488490923	0.2332854110371063	0.7562357844744028
NORWAY	44374	06/08/2021	07/18/2021	0.091	1.06e-05	0.28	0.024	0.0004460957023380909	0.011683214814879685	1380	133	166	618	32.77	0.009492094085926661	0.3105678789607064	0.6799400269533669
NORWAY	44381	06/15/2021	07/25/2021	0.108	1.47e-05	0.292	0.024	0.0006386449010575531	0.0117602859139728	1172	61	229	900	33.64	0.0064907821287605305	0.4626863043798906	0.5308229134913489
NORWAY	44388	06/22/2021	08/01/2021	0.123	2.69e-05	0.303	0.024	0.0009136369905045488	0.011810063531361248	914	28	300	1238	36.97	0.006072155825733727	0.6722603336558298	0.32166751051843645
ENGLAND	44311	04/06/2021	05/16/2021	0.127	2.8e-06	0.192	0.07	6.387411442750482e-05	0.03377241597691687	22992	7461	234	11942	34.63	0.029466862478532585	0.13469068973504864	0.8358424477864188
ENGLAND	44318	04/13/2021	05/23/2021	0.118	1.3e-06	0.23	0.07	0.0001179478559688133	0.03394998333519896	17590	5583	553	19772	33.23	0.02609846417381767	0.2520469694616149	0.7218545663645674
ENGLAND	44325	04/20/2021	05/30/2021	0.11	7e-07	0.269	0.07	0.00020734246618425625	0.03409430255234562	14665	4071	1139	26296	35.49	0.019155541322258385	0.43076214623592984	0.5500823124418117
ENGLAND	44332	04/27/2021	06/06/2021	0.103	5e-07	0.308	0.07	0.00035379917320759455	0.034209060387090796	12949	2615	2342	29103	42.43	0.011905958885771672	0.6354037277911895	0.35269031332303885
ENGLAND	44339	05/04/2021	06/13/2021	0.101	6e-07	0.345	0.071	0.0005973775928786535	0.03430004525935527	11005	1452	4299	32127	56.58	0.0062730006054489695	0.7915746393550536	0.20215236003949746
ENGLAND	44346	05/11/2021	06/20/2021	0.105	1.1e-06	0.381	0.071	0.0009783205614538495	0.03437116184355016	8888	646	7840	37769	76.63	0.0038952371553064302	0.8707220333122745	0.12538272953241908
