country	time	freq_delta	freq_omi	x_delta	x_omi	var_d	var_o	R_eff_vac	R_eff_boost	R_eff_delta	R_eff_omi	R_vac	R_boost	R_delta	R_omi	Cov	Cdv	Cob	Cdb	Cod	Cdd	Coo	Cdo	model_x_delta	model_x_omi
BELGIUM	44536	0.9138451668762972	0.08615394396574626	0.9138963452405534	0.08610365475944662	1.6248155151045346e-05	1.6248155151045356e-05	0.35051250318719757	0.1886882241958706	0.06492893091949664	0.00039015872110711216	0.753	0.2018	0.06729960611970147	0.0006255715057996631	0.013629387882120352	0.23392966893815093	0.1731900627106248	0.18540224871668384	0.00409590730184429	0.05117502500350617	0.00031600005953906946	3.310107917381555e-05	0.9400270182034282	0.05997298179657182
BELGIUM	44537	0.9023919911219918	0.0976055001016585	0.9024237358963644	0.09757626410363561	1.8398482404348763e-05	1.839848240434876e-05	0.3444385170689074	0.1974350282759794	0.06840730808607812	0.0006811961523759752	0.7535	0.2114	0.06815419022339729	0.0007061385358092371	0.01339346602020845	0.22987619181980035	0.18159434599781193	0.19437263833530777	0.0043666179802015455	0.053967861423303745	0.00055296070976046	5.903429850643083e-05	0.9302252863211224	0.06977471367887755
BELGIUM	44538	0.8905998388737345	0.10939400703710754	0.8906547997457088	0.10934520025429116	2.0637598524187357e-05	2.0637598524187354e-05	0.3378916138101204	0.20649674565986548	0.06922179362690038	0.0007688015209159701	0.7537999999999999	0.2225	0.06960595078338955	0.0008631654341859891	0.013158009640583128	0.22552594748013718	0.19026621327178442	0.2036309936039496	0.00439286145838087	0.05458467770315474	0.0006236656319503472	6.6217714976386e-05	0.919060732944832	0.08093926705516796
BELGIUM	44539	0.8782541713227973	0.1217324858724419	0.8783114365711824	0.12168856342881758	2.3019697815948364e-05	2.3019697815948357e-05	0.3317123113455287	0.2167049135482517	0.07068461561545565	0.0009397180733805185	0.7542	0.2321	0.07083317008583626	0.0010139070255809574	0.012911464004156053	0.2213956543103083	0.2003219444402431	0.214347412770111	0.004477670001985469	0.05573015931807727	0.0007622314834230565	8.085421205055341e-05	0.9063758161770787	0.0936241838229213
BELGIUM	44540	0.8650100444024457	0.13496399614198173	0.8651315789473685	0.13486842105263158	2.561223647633198e-05	2.5577139959507216e-05	0.32758936485343493	0.22600499222518444	0.07189979884317034	0.0011037189512467596	0.7545000000000001	0.2371	0.07198418456339647	0.0011734460954808913	0.012733399230868078	0.21862628034625475	0.2089682572747638	0.2235956407011233	0.0045391739636350854	0.05667277672786909	0.0008949715130592943	9.46793523932391e-05	0.8920016832192684	0.10799831678073162
BELGIUM	44541	0.8504514436963706	0.14950261139759732	0.8506261180679785	0.14937388193202147	2.8436093366688265e-05	2.8401052135289197e-05	0.3252876474040969	0.2322463362344711	0.07302905137147304	0.0012772417354106422	0.7545000000000001	0.2375	0.07198418456339647	0.0011734460954808913	0.012595013861543705	0.21704124472511346	0.2133216161890847	0.22835294879825113	0.004592317222414793	0.05754472620972953	0.0010353034833644914	0.00010919222381784076	0.8757658878472595	0.12423411215274048
BELGIUM	44542	0.8341773837424572	0.16574774001376338	0.8343600273785079	0.16563997262149213	3.1553514196095155e-05	3.151872822097452e-05	0.3192496505731544	0.2353882274263572	0.0729006096109969	0.0012767609041061622	0.7548	0.2462	0.07198418456339647	0.0011734460954808913	0.01232522501761306	0.2129765202176135	0.21338621162893032	0.22862089216725145	0.004531115332230963	0.05739039288069969	0.0010335300576707898	0.00010776744260754087	0.8577107202174556	0.1422892797825443
BELGIUM	44543	0.8158887811174931	0.18399763507356914	0.816022356776898	0.183977643223102	3.498251882357797e-05	3.494826411013248e-05	0.31272909507371616	0.2442874848566757	0.07276949171301698	0.0012762299129794553	0.7551000000000001	0.257	0.07409402191908854	0.0015926624160357286	0.012078446570285421	0.20863151361549584	0.2211707454714625	0.23698139935161783	0.00447066656768937	0.05723487224504654	0.0010317369898468548	0.00010635938949736672	0.8377760009584809	0.16222399904151913
BELGIUM	44544	0.7954426698626321	0.2043953678323136	0.7956273764258555	0.20437262357414449	3.865910750204245e-05	3.8625740775754814e-05	0.3064591970294053	0.25474320625045627	0.07493581065418256	0.0017326702066489746	0.7556	0.2673	0.07473061012034052	0.0017362245365807293	0.011840470683224434	0.20445285005311772	0.2308977906031623	0.24738515451666782	0.004619222166891252	0.05895419734508812	0.0014026846085102526	0.00014634812734857768	0.8158028409376002	0.18419715906239978
BELGIUM	44545	0.77285244854027	0.22692850020393893	0.7729808391947611	0.2270191608052389	4.257608110625657e-05	4.254398742572939e-05	0.29992143091172146	0.2649821332812553	0.07549291709388255	0.0018884584810499067	0.7559	0.2788	0.07554100561625235	0.001944462152882045	0.011619104711249346	0.20012243889699657	0.24014573819791066	0.2572957808871345	0.004620391949119834	0.0593593177126037	0.0015279036243211193	0.00015860710511178357	0.7918727069178264	0.2081272930821736
BELGIUM	44546	0.7482434955278268	0.25147319515541006	0.7485770848799802	0.2514229151200198	4.659742660869474e-05	4.653662729059775e-05	0.29329053268936056	0.27617358814811444	0.07623663243583821	0.0021146561584836298	0.7563	0.29	0.07554100561625235	0.001944462152882045	0.011374355190157245	0.1957101098209467	0.25049688663291403	0.26837125713376975	0.004638664530177401	0.05991684855072197	0.0017103982787157513	0.0001770887851830221	0.7660246169155713	0.23397538308442872
BELGIUM	44547	0.7218031929804736	0.277843910437133	0.7220398889169402	0.27796011108305985	5.0676220135792564e-05	5.064793733426867e-05	0.28895052513380326	0.28729504916435544	0.0760939440379414	0.002113718840044773	0.7565000000000001	0.2961	0.07618682310181452	0.002161511532598989	0.011204376699583187	0.19281239729640595	0.2605540890570277	0.27914825726210307	0.004576669845672994	0.05975139237710765	0.0017074032983598274	0.0001747734421548956	0.7383044911230492	0.2616955088769508
BELGIUM	44548	0.6937668980633329	0.3058072835365897	0.6940721649484536	0.3059278350515464	5.4737019163768846e-05	5.4659849953653005e-05	0.28647000037094617	0.29503424145619817	0.07665253466742641	0.0023493214468105744	0.7565999999999999	0.2973	0.07678276522876726	0.0023909077067320755	0.011064007673379497	0.19111299600329335	0.2658506870248122	0.28494574740907586	0.0045791903413287365	0.06015893962463116	0.0018973722428990663	0.00019391002124985953	0.7087369831835939	0.29126301681640615
BELGIUM	44549	0.6644491614803746	0.3350508917248913	0.6647368421052632	0.3352631578947368	5.864725410264946e-05	5.860169260545754e-05	0.27935469395996976	0.29948403986036903	0.0771538469385498	0.0025982551360573436	0.7568	0.3093	0.07678276522876726	0.0023909077067320755	0.010789267476408243	0.1863662213200067	0.266577432300135	0.2859604903378441	0.004576720399921905	0.06051996464738396	0.0020979752556755725	0.00021401447521768449	0.6777465625137109	0.3222534374862891
BELGIUM	44550	0.6342855718663181	0.36514135979365514	0.634579187953751	0.365420812046249	6.233902480727352e-05	6.228078415559719e-05	0.27093067369118184	0.3114300228908508	0.07700256327012522	0.002596964572646805	0.7570999999999999	0.3243	0.077776097342352	0.00289179901599949	0.010490249674302416	0.18077263052560866	0.27734890882725316	0.2975051288755498	0.00451542418356177	0.06034897462379125	0.002094236896560452	0.00021121188673432645	0.6456525318209665	0.3543474681790335
BELGIUM	44551	0.6038309049365972	0.39552600565468876	0.6042354235423543	0.3957645764576458	6.573432944606414e-05	6.5671462111732e-05	0.2630918412554863	0.3255905045906508	0.07793139143973993	0.0031416338418754188	0.7578	0.3381	0.07779207398749965	0.0029009963463391742	0.0102192098670983	0.17557481357627053	0.2908963960989874	0.31196910384645193	0.004552940570037946	0.061059972154999774	0.002535842257945153	0.0002578846923021841	0.6126543404236993	0.3873456595763008
BELGIUM	44552	0.573682658881558	0.42560895656876946	0.5741626794258373	0.4258373205741627	6.87771399187802e-05	6.874198010120957e-05	0.2568388474095611	0.33909715243206845	0.07779172653213419	0.003150059495369421	0.7581	0.3492	0.07809512278432923	0.0030995017211858794	0.010036467256321053	0.1714620077318766	0.3033084680998081	0.32525534643455056	0.0044934661248296395	0.06089922851390536	0.0025394815292652624	0.0002554146325900398	0.579030195052948	0.42096980494705205
