time	x_wt	x_voc	x_alpha	x_delta	x_ba1	x_ba2	x_ba45	R_wt	R_vac	R_boost	R_alpha	R_delta	R_omi	R_ba1	R_ba2	R_ba45	C_av	C_dv	C_ov	C_wtv	C_ov0	C_dv0	C_ab	C_db	C_ob	C_a2b	C_a45b	C_wtb	C_aa	C_da	C_oa	C_wta	C_ad	C_dd	C_od	C_wtd	C_ao	C_do	C_wto	C_oo	C_a1a1	C_a2a1	C_a45a1	C_a1a2	C_a2a2	C_a45a2
44258	0.26405895357575965	0.11694957338419462	0.6179495317415795	0.0010419412984647037	1.5094145536905378e-15	0.0	0.0	0.025101713512954826	0.031055288466752345	0.00031514519680138337	0.0036358826265889504	1.2980987167826554e-05	3.1517242677115804e-22	3.1517242677115804e-22	0.0		0.03244784586776255	0.029089741845504447	0.004046586257096775	0.034356868943593605	0.004075184231852959	0.029366800311711194	0.00036478911580655	0.00035905882467530834	0.000335803236712925	0.00033981246887254164	0.000280296552566525	0.00036884045105718336	0.0036358826265889504	0.002518828083612575	0.00023802327833989654	0.0030750646388726832	7.139214305341425e-06	1.2980987167826554e-05	8.597671976905491e-07	7.604293841903269e-06	2.755800871576342e-23	3.4980049317311074e-23	1.7897564710687865e-23	3.1517242677115804e-22	3.1517242677115804e-22	2.473735743646677e-22	1.830662272632234e-22	0.0	0.0	0.0
44259	0.25272720100055635	0.11779398074148091	0.6282928384904852	0.0011859797674520995	2.5372800919011293e-14	0.0	0.0	0.025025429454940896	0.03212109830592432	0.00032093747761248334	0.0037439412864121915	1.3205639954584023e-05	1.1964210618705492e-20	1.1964210618705492e-20	0.0		0.033567773141657896	0.030080370319943244	0.0041743218097156755	0.03555218969933612	0.004203114246247067	0.030361737902919878	0.0003718798397063917	0.000365992889646	0.000342119951506325	0.0003462335409169083	0.000285252528873625	0.0003760430418593417	0.0037439412864121915	0.002592579101993142	0.0002449906536672564	0.0031656436456131746	7.262398156589067e-06	1.3205639954584023e-05	8.772593518501763e-07	7.734909946246685e-06	1.0460221997205132e-21	1.327744701007726e-21	6.7933750353875e-22	1.1964210618705492e-20	1.1964210618705492e-20	9.390289152059086e-21	6.949031756241743e-21	0.0	0.0	0.0
44260	0.24197600519541979	0.1186083566548636	0.6381146778653158	0.0013009602840847656	3.160972132453721e-13	0.0	0.0	0.02494778077917155	0.03298438364316058	0.0003267123416285	0.003854046717372658	1.3509265238062058e-05	2.8988865345261304e-19	2.8988865345261304e-19	0.0		0.03447880070124311	0.0308778576683624	0.004268733140930425	0.036530240738650195	0.004297709457257825	0.031163486287628217	0.00037896756348612497	0.0003729218542428833	0.0003484242544118667	0.0003526433290445417	0.00029018539044445833	0.0003832441930621833	0.003854046717372658	0.002667645335346675	0.00025206632801221863	0.003257884949589233	7.439419526738768e-06	1.3509265238062058e-05	9.033719612646926e-07	7.92180103072532e-06	2.534016014667901e-20	3.2165109774170147e-20	1.6457028962726008e-20	2.8988865345261304e-19	2.8988865345261304e-19	2.275136227475727e-19	1.6835850973197483e-19	0.0	0.0	0.0
44261	0.23177233871643915	0.11939856338193125	0.6474443475810476	0.0013847503175989273	2.9830782645267775e-12	0.0	0.0	0.024868214818316633	0.03347501669851182	0.00033246964159923333	0.003967271409067766	1.3879690488915731e-05	4.889465420697628e-18	4.889465420697628e-18	0.0		0.03500481857938262	0.03132073618485434	0.004303236492775417	0.03710691456206535	0.004332386338331083	0.03161057738353538	0.00038605224599209167	0.00037984565175585	0.000354716014192	0.00035904170917448335	0.00029509501954118333	0.0003904438842617917	0.003967271409067766	0.0027448392797138252	0.0002593431418585064	0.0033527368772435333	7.661703193640895e-06	1.3879690488915731e-05	9.366564868183361e-07	8.15602956678978e-06	4.273082141882968e-19	5.423996854972415e-19	2.7751091001053498e-19	4.889465420697628e-18	4.889465420697628e-18	3.837197709144334e-18	2.8393555938409687e-18	0.0	0.0	0.0
44262	0.22204663983910022	0.12017117106751922	0.6563425855582684	0.0014396035133349278	2.1777144215319673e-11	0.0	0.0	0.024779651194382735	0.03380846128727025	0.000338209230262925	0.0040599396754846745	1.4279970836282857e-05	5.640791839259889e-17	5.640791839259889e-17	0.0		0.03536858539665542	0.03161388221045562	0.004312608639217908	0.03751470044622687	0.0043419218914094995	0.03190788716029013	0.0003931338455433083	0.00038676421470949996	0.0003609950988518917	0.00036542855638299165	0.0002999812999769583	0.0003976420947736333	0.0040599396754846745	0.0028061226462810502	0.00026474846834211393	0.003429197190564516	7.903693629497362e-06	1.4279970836282857e-05	9.729310504666273e-07	8.410913036689332e-06	4.927957415855223e-18	6.2553128115145765e-18	3.200373723778674e-18	5.640791839259889e-17	5.640791839259889e-17	4.426459028646509e-17	3.275123773503631e-17	0.0	0.0	0.0
44263	0.21273002382597866	0.12093512432973132	0.6648647785492809	0.0014700731695339838	1.2547519816044623e-10	0.0	0.0	0.024684073973112158	0.03452903748476283	0.00034393096037721666	0.004137196313266875	1.4648908497273543e-05	3.8785304577250627e-16	3.8785304577250627e-16	0.0		0.0361332088765547	0.032274388080111356	0.004383336081511308	0.038341801146611586	0.0044128087145367	0.032572524275860645	0.0004002123199257083	0.000393677474857325	0.00036726137565135005	0.00037180374491143335	0.0003048441171559667	0.00040483880362895004	0.004137196313266875	0.002855462321364225	0.00026875438978799177	0.003491855206596292	8.123280414504883e-06	1.4648908497273543e-05	1.0053691205985047e-06	8.642461413088338e-06	3.385759556864174e-17	4.297806024816775e-17	2.198764230203461e-17	3.8785304577250627e-16	3.8785304577250627e-16	3.04300814136291e-16	2.251119339273414e-16	0.0	0.0	0.0
44264	0.20377609963290452	0.12170266131888433	0.6730397817730648	0.0014814566934101445	5.817362562708029e-10	0.0	0.0	0.02458883872013498	0.035343957459428386	0.00034963468475056667	0.004221820577674292	1.489457740903717e-05	2.9518218634582565e-15	2.9518218634582565e-15	0.0		0.03699593720166767	0.033023926295171625	0.004468389324554133	0.03927217502437931	0.004498012973372933	0.03332614861823877	0.00040728762638648336	0.0004005853631760083	0.0003735147111172333	0.0003781671481746583	0.00030968335811316667	0.0004120339895711	0.004221820577674292	0.0029102438202427	0.0002733696925372086	0.0035609337990476337	8.257418263412746e-06	1.489457740903717e-05	1.023810637040594e-06	8.784794049212651e-06	2.5769910658421674e-16	3.271167026597428e-16	1.673542027493961e-16	2.9518218634582565e-15	2.9518218634582565e-15	2.3159752387062534e-15	1.713313523002659e-15	0.0	0.0	0.0
44265	0.1951608895528732	0.12248861577552961	0.6808715675924663	0.001478924868216252	2.2109147992342177e-09	0.0	0.0	0.02449585434400697	0.0364975772290406	0.00035532025627420835	0.004327017143512434	1.5265805903236493e-05	2.1547890147428206e-14	2.1547890147428206e-14	0.0		0.03820963678274625	0.034094529639543736	0.0046063233494775995	0.04057006562426166	0.0046360883777088425	0.03440078845344428	0.0004143597216282917	0.0004074878098596834	0.00037975497105634167	0.0003845186387697334	0.000314498911553875	0.0004192276310518667	0.004327017143512434	0.0029805074902147836	0.00027974235503455376	0.0036481348030678496	8.477347569440709e-06	1.5265805903236493e-05	1.0560380959426894e-06	9.016791352900208e-06	1.8810454365470964e-15	2.3877552645969702e-15	1.2215804177707993e-15	2.1547890147428206e-14	2.1547890147428206e-14	1.690603594623712e-14	1.2506574604347722e-14	0.0	0.0	0.0
44266	0.18686955605678604	0.12330807313519926	0.6883552513703949	0.0014671124260197304	7.011600047645003e-09	0.0	0.0	0.024406545108385674	0.03772257233593134	0.00036098752795455	0.004455082239887608	1.5691022294797416e-05	1.1127696150481854e-13	1.1127696150481854e-13	0.0		0.03949788348529137	0.0352320806271394	0.004754231162310833	0.04194691300073968	0.004784128150705116	0.03554232594338914	0.00042142856180345	0.0004143847443143	0.0003859820205688583	0.0003908580884851417	0.00031929066789295835	0.00042641970622772505	0.004455082239887608	0.0030679548471431416	0.00028805297558538837	0.0037554682057273007	8.733568815877976e-06	1.5691022294797416e-05	1.0939504762525413e-06	9.286770308052144e-06	9.706527757721384e-15	1.2321483023707355e-14	6.303409879952464e-15	1.1127696150481854e-13	1.1127696150481854e-13	8.728956109287038e-14	6.456296965308771e-14	0.0	0.0	0.0
44267	0.17888589131860444	0.12417303946737553	0.6954911405585463	0.0014499097843514125	1.8871122288029252e-08	0.0	0.0	0.02431754372433644	0.03878723023964028	0.0003666363529461333	0.004590584741326866	1.618276936576344e-05	4.759755307618624e-13	4.759755307618624e-13	0.0		0.04062097859196632	0.036216446759539674	0.004875306623479258	0.04315235847982685	0.004905330048692016	0.0365306393172598	0.00042849410250816664	0.00042127609515202504	0.000392195724062225	0.0003971853683105083	0.0003240585192937917	0.0004336101929560833	0.004590584741326866	0.003160780686691725	0.0002969297188935008	0.003869218457390966	9.034550187978608e-06	1.618276936576344e-05	1.138876635360374e-06	9.603593399749007e-06	4.148874340501453e-14	5.266684456509263e-14	2.6942110339160152e-14	4.759755307618624e-13	4.759755307618624e-13	3.733076327743041e-13	2.7606903398826434e-13	0.0	0.0	0.0
44268	0.17119479757477266	0.12508917728581787	0.702285644823475	0.0014303365198287798	4.379610570865398e-08	0.0	0.0	0.024226920099103693	0.039545433550049545	0.00037226658458504167	0.004723844774750766	1.6692502651272736e-05	1.6475904297454307e-12	1.6475904297454307e-12	0.0		0.04142767415907665	0.03690893960311567	0.00494670003890645	0.044028297117705784	0.004976844170029875	0.037227039148855064	0.00043555629877664164	0.00042816179018569995	0.0003983959452655667	0.0004035003484466333	0.00032880235970681663	0.0004407990687914833	0.004723844774750766	0.0032515959295205087	0.00030551977661352764	0.003980790599807433	9.346770120131316e-06	1.6692502651272736e-05	1.1853491679130037e-06	9.932254717619195e-06	1.4347091579194563e-13	1.8213013680063273e-13	9.316461519575376e-14	1.6475904297454307e-12	1.6475904297454307e-12	1.2918986634091868e-12	9.551737142505846e-13	0.0	0.0	0.0
44269	0.16379459005510327	0.12605379149688933	0.7087410201655105	0.0014105093119198796	8.897057691334395e-08	0.0	0.0	0.024130726076370717	0.03975841940813394	0.00037787807642274997	0.004843823460007525	1.7173359844815806e-05	4.508815086960752e-12	4.508815086960752e-12	0.0		0.041670798159900345	0.03708296711294841	0.0049311337301968005	0.04431631226129287	0.004961391270537258	0.037404928003703576	0.00044261510507525003	0.000435041756423375	0.0004045825472446083	0.00040980289831614165	0.00033352208490775834	0.0004479863109817167	0.004843823460007525	0.00333199909808065	0.0003128614452458118	0.004080396860660133	9.637996585253141e-06	1.7173359844815806e-05	1.2281496785583552e-06	1.0239081819693097e-05	3.9203297046181185e-13	4.976879314214636e-13	2.5455883249306744e-13	4.508815086960752e-12	4.508815086960752e-12	3.5341504776514533e-12	2.6121118656877006e-12	0.0	0.0	0.0
44270	0.15670630316780065	0.12705598449196032	0.7148458140143659	0.0013917378581467174	1.6046772644287916e-07	0.0	0.0	0.024028039466412573	0.0405109934325053	0.00038347068226049166	0.004937892528439951	1.7549407493777265e-05	9.09557686029049e-12	9.09557686029049e-12	0.0		0.04247248633261375	0.03776921888654179	0.0050013708274871576	0.04518838741528682	0.00503173824495885	0.03809500654603409	0.0004496704752966	0.00044191592006288333	0.00041075539241713335	0.00041609288657445	0.00033821759253543335	0.00045517189646395833	0.004937892528439951	0.003392404115368551	0.00031786522595587133	0.004156854171561741	9.856161213122018e-06	1.7549407493777265e-05	1.258891912959721e-06	1.0469663480611554e-05	7.886110419456508e-13	1.0012175342286962e-12	5.120212999712007e-13	9.09557686029049e-12	9.09557686029049e-12	7.124577035051562e-12	5.2624711325176466e-12	0.0	0.0	0.0
44271	0.14996903967199274	0.12807910005648374	0.7205768884940923	0.0013747113328754729	2.604445557683653e-07	0.0	0.0	0.023925283743540332	0.04132990831949487	0.00038904425618404166	0.0050400978652376	1.780353325983411e-05	2.1207826718266865e-11	2.1207826718266865e-11	0.0		0.043343345323017	0.03851787364619464	0.005081535623273141	0.04613358814441057	0.005112004197069025	0.038847436947071906	0.0004567223627536417	0.0004487842064865083	0.0004169143425689417	0.00042237018112137504	0.00034288878212917497	0.0004623558018608417	0.0050400978652376	0.0034588017893094586	0.0003235362555055076	0.004240391300542692	9.989804596470711e-06	1.780353325983411e-05	1.2758145673966256e-06	1.0611996175249148e-05	1.8387302601112582e-12	2.3344443454684933e-12	1.19383235548292e-12	2.1207826718266865e-11	2.1207826718266865e-11	1.6611916112171e-11	1.2270067986560608e-11	0.0	0.0	0.0
44272	0.14362163488787727	0.12910456456238395	0.7259137506978959	0.0013596645381517333	3.853136912509488e-07	0.0	0.0	0.02382516954304285	0.042316920484384506	0.0003945986525989	0.005166841672364416	1.814641573159631e-05	4.434606224299642e-11	4.434606224299642e-11	0.0		0.04438869000354245	0.0394255386441891	0.0051876430490849414	0.04726199056203009	0.005218204261154734	0.039758826138898994	0.0004637707201737334	0.00045564654025569167	0.0004230592588703417	0.0004286346491130417	0.00034753555516572497	0.0004695380034764583	0.005166841672364416	0.0035436660376920587	0.00033130153032853395	0.0043455449920391164	1.0183962599499268e-05	1.814641573159631e-05	1.302463228284459e-06	1.0817581545360143e-05	3.840924822620806e-12	4.876546109385408e-12	2.4937149157808543e-12	4.434606224299642e-11	4.434606224299642e-11	3.472737735707781e-11	2.5644818941075415e-11	0.0	0.0	0.0
44273	0.13768174839998445	0.13011569981390297	0.7308556144722242	0.0013464113158281011	5.259980602461868e-07	0.0	0.0	0.023728458925293235	0.04336058703665643	0.0004001337262660083	0.005327145620597999	1.8532090891607976e-05	8.550605794189438e-11	8.550605794189438e-11	0.0		0.04549329816850182	0.040386259724441154	0.005301766679653901	0.048453336299425054	0.005332412211496025	0.040723219652006946	0.0004708154996926417	0.00046250284510586663	0.000429190001893175	0.000434886156974425	0.0003521578150957167	0.0004767184772924	0.005327145620597999	0.00365381133679895	0.00034192595574246675	0.004480284910072891	1.040682554480398e-05	1.8532090891607976e-05	1.3336258124792687e-06	1.105320884129927e-05	7.395951005992903e-12	9.390422979272104e-12	4.801600808656419e-12	8.550605794189438e-11	8.550605794189438e-11	6.693801419462823e-11	4.941613216815205e-11	0.0	0.0	0.0
44274	0.13213530418425273	0.13110031251062293	0.7354294998704709	0.001334213262538633	6.701721147888367e-07	0.0	0.0	0.02363094704967499	0.04434964128171299	0.00040564933233779997	0.005489635950682766	1.8943702408130745e-05	1.495741813616812e-10	1.495741813616812e-10	0.0		0.046542079036027396	0.04129431794218869	0.005406201269577225	0.049587433517813494	0.005436922999057442	0.04163489823518554	0.0004778566528485833	0.0004693530439413333	0.0004353064316283833	0.0004411245704123167	0.0003567554673796417	0.000483897198963625	0.005489635950682766	0.003765265598749217	0.0003526327285737386	0.00461674210782485	1.0646701910320991e-05	1.8943702408130745e-05	1.367380897518621e-06	1.130667405623014e-05	1.291310579251567e-11	1.639617063869647e-11	8.382932759130763e-12	1.495741813616812e-10	1.495741813616812e-10	1.1703984351532841e-10	8.636621350193922e-11	0.0	0.0	0.0
44275	0.1269416379482769	0.13205148094367158	0.7396845109507054	0.0013215647921242032	8.053652219933474e-07	0.0	0.0	0.023531191494167727	0.04495810858039987	0.0004111453263946333	0.005647085873593218	1.9358125898939992e-05	2.3591555746740485e-10	2.3591555746740485e-10	0.0		0.047197745085707614	0.041840131245937114	0.005449424087816075	0.050311884020301456	0.005480214086013434	0.04218427953766754	0.0004848941305762333	0.000476197058830225	0.00044140840750408333	0.00044734975442879167	0.000361328419523225	0.0004910741438144417	0.005647085873593218	0.003872520318321974	0.00036278930001499887	0.004748503957642566	1.0887641811728537e-05	1.9358125898939992e-05	1.4011331744229008e-06	1.1561319099873749e-05	2.0314086799041585e-11	2.5795106876956916e-11	1.3186386574935256e-11	2.3591555746740485e-10	2.3591555746740485e-10	1.844843480882319e-10	1.360547580054021e-10	0.0	0.0	0.0
44276	0.1220495765048182	0.1329665513277902	0.7436768922951534	0.001306058235675649	9.216365625955063e-07	0.0	0.0	0.023425560081909252	0.04541522266671102	0.00041662156448172503	0.005756497458915942	1.9730854263832964e-05	3.4089818190716467e-10	3.4089818190716467e-10	0.0		0.047697298145014444	0.042241660313655144	0.005468407621275425	0.0508740533667523	0.005499258149355742	0.04258932394552246	0.0004919278832006666	0.00048303481099955833	0.000447495788404225	0.0004535615733351666	0.000365876581112325	0.0004982492868343334	0.005756497458915942	0.003942840504330791	0.0003686420792975763	0.004837441738364258	1.1099073650533565e-05	1.9730854263832964e-05	1.4299431828172892e-06	1.1785202180629279e-05	2.9259437647635305e-11	3.715701503017344e-11	1.8991062221742032e-11	3.4089818190716467e-10	3.4089818190716467e-10	2.6637168702654074e-10	1.963025191516609e-10	0.0	0.0	0.0
44277	0.11741405138754654	0.13384489836618196	0.7474555262516739	0.0012845109291173033	1.0130654802772587e-06	0.0	0.0	0.023318952406219857	0.046166853860271896	0.0004220779031463	0.005898425481812683	2.00284675861353e-05	4.1643653809446394e-10	4.1643653809446394e-10	0.0		0.048501986276610565	0.04292248883267499	0.005534038528829375	0.051755730179688736	0.005564943636288342	0.04327362044753936	0.0004989578604313584	0.0004898662208304166	0.00045356843268778334	0.00045975989076651666	0.0003703998638472083	0.0005054226026737833	0.005898425481812683	0.004037690006267608	0.0003772867205458305	0.004955061469225575	1.125816382844508e-05	2.00284675861353e-05	1.4501583742250254e-06	1.195445372740636e-05	3.5525956771609524e-11	4.512182871260697e-11	2.305383795635423e-11	4.1643653809446394e-10	4.1643653809446394e-10	3.249171479722259e-10	2.391185923452595e-10	0.0	0.0	0.0
44278	0.11300428811292178	0.13468549623547782	0.7510556533304443	0.001253484359397737	1.0779617583665036e-06	0.0	0.0	0.02321296880304707	0.047056893649435445	0.000427514199475275	0.006037928672049976	2.0394790427804814e-05	5.324849064451537e-10	5.324849064451537e-10	0.0		0.04945043313468328	0.043734161064924996	0.005621090642093818	0.05278852020366245	0.0056520476646715655	0.04408872435883593	0.0005059840113560916	0.0004966912078531916	0.00045962619820845836	0.000465944569696675	0.00037489818157615	0.0005125940656400667	0.006037928672049976	0.004130382475163975	0.000385635174487615	0.005070331786126083	1.146390346373334e-05	2.0394790427804814e-05	1.4778435426936396e-06	1.2172480023425609e-05	4.526307363775634e-11	5.7494034573920006e-11	2.936922122769435e-11	5.324849064451537e-10	5.324849064451537e-10	4.1509268794023445e-10	3.052322451542604e-10	0.0	0.0	0.0
44279	0.10880111828602548	0.13548548322679158	0.754502070228588	0.0012102101393079514	1.1181192870671925e-06	0.0	0.0	0.02310344263546509	0.04824071695056775	0.00043293031113315	0.006160270732418992	2.0655152422282676e-05	6.746213644339535e-10	6.746213644339535e-10	0.0		0.0507034592350997	0.044824171440108605	0.005753950746655408	0.05414052902832081	0.005784952338642484	0.04518211317514239	0.00051300628443495	0.0005035096907429	0.000465668942334975	0.0004721154724537	0.000379371450328525	0.0005197636496929833	0.006160270732418992	0.004209701254961633	0.00039240251694138984	0.0051701861098324	1.1596142719293354e-05	2.0655152422282676e-05	1.4935246536239752e-06	1.2313764723726823e-05	5.716922197206663e-11	7.262278962844045e-11	3.7091067613823145e-11	6.746213644339535e-10	6.746213644339535e-10	5.254894966599126e-10	3.8613943496074396e-10	0.0	0.0	0.0
44280	0.10478808972348225	0.13624037121042337	0.7578166181619294	0.0011537833200453021	1.137584119629993e-06	0.0	0.0	0.02300262023844714	0.04951775763969309	0.00043832609640025833	0.006356719602964867	2.0949310491603635e-05	9.261550814348213e-10	9.261550814348213e-10	0.0		0.052053690102235796	0.04600183878157613	0.005900362480166159	0.055595306291157755	0.005931401476251992	0.04636310545532866	0.0005200246274941667	0.0005103215873147084	0.0004716965219719417	0.0004782724607359917	0.0003838195883471167	0.0005269313284405583	0.006356719602964867	0.004345197416600751	0.00040558956865068387	0.005335592240804041	1.175116456811737e-05	2.0949310491603635e-05	1.512853666868521e-06	1.2478875848536768e-05	7.850532864939432e-11	9.972524927067276e-11	5.093453721203607e-11	9.261550814348213e-10	9.261550814348213e-10	7.214412217083721e-10	5.301536542003923e-10	0.0	0.0	0.0
44281	0.10094429916160116	0.13694553678292382	0.7610226892725555	0.001086333402959133	1.141379960395678e-06	0.0	0.0	0.02290037891978962	0.05083596430357437	0.00044370141421143334	0.006555367461754426	2.1266353532607658e-05	1.1265680080428673e-09	1.1265680080428673e-09	0.0		0.053447318929426606	0.04721766455034726	0.006051940848377883	0.05709671037155881	0.0060830102606487	0.04758220240410765	0.0005270389877201	0.0005171268145194583	0.00047770879358117503	0.00048441539562879164	0.00038824251611977497	0.0005340970751347	0.006555367461754426	0.004481933484979608	0.000418833056783692	0.0055026792768500254	1.1921386336232806e-05	2.1266353532607658e-05	1.5345788259503469e-06	1.2659899976144378e-05	9.512344617864217e-11	1.2084663643907517e-10	6.170887388302e-11	1.1265680080428673e-09	1.1265680080428673e-09	8.767143916634501e-10	6.436880747073949e-10	0.0	0.0	0.0
44282	0.09724445654271452	0.13759783272425766	0.7641428000894579	0.0010137761420870497	1.1345014828815934e-06	0.0	0.0	0.022796466983298947	0.0516987753959956	0.00044905612419480833	0.006751153801180384	2.1563010907039364e-05	1.356718203699301e-09	1.356718203699301e-09	0.0		0.054370607272580924	0.0479999823945208	0.0061299842108700755	0.058108064002779646	0.0061610772258361745	0.04836773742163176	0.0005340493116530917	0.000523925288439375	0.00048370561320371666	0.0004905441376213083	0.000392640156410375	0.0005412608626668167	0.006751153801180384	0.0046160507953517576	0.0004316902828025511	0.005666955732196725	1.2077030829718154e-05	2.1563010907039364e-05	1.5538704310859947e-06	1.2825731196633027e-05	1.141507193082265e-10	1.4503159035281134e-10	7.404415543838345e-11	1.356718203699301e-09	1.356718203699301e-09	1.0548856027763969e-09	7.738746158672286e-10	0.0	0.0	0.0
44283	0.09366588263829251	0.13819618459757838	0.7671910895918043	0.0009457218706272698	1.1213016975549341e-06	0.0	0.0	0.022687841497479638	0.05236835300100553	0.0004543900867110084	0.006907071978165917	2.1811540860736164e-05	1.549704756061927e-09	1.549704756061927e-09	0.0		0.05509459244458448	0.04859807377164552	0.00617681413013505	0.05891224472216324	0.006207924105787567	0.04896899172604768	0.0005410555451813916	0.000530716924283875	0.0004896868364822833	0.0004966585466243666	0.00039701243428901667	0.0005484226635633916	0.006907071978165917	0.004719372276740417	0.00044092981617827493	0.005795603629266967	1.2199105870812491e-05	2.1811540860736164e-05	1.5676775588197684e-06	1.295651973629838e-05	1.2970861649516865e-10	1.6481915888309207e-10	8.412203081065913e-11	1.549704756061927e-09	1.549704756061927e-09	1.2033765764146651e-09	8.817585541495974e-10	0.0	0.0	0.0
44284	0.09019724578165973	0.13874082648176259	0.7701665747231407	0.000894247782584439	1.1052308526694206e-06	0.0	0.0	0.02257537166805496	0.05345047512195553	0.0004597031628925834	0.007032901494693618	2.1977090939689637e-05	1.6874344065732476e-09	1.6874344065732476e-09	0.0		0.056245949694653824	0.04958743049355976	0.0062887221121822505	0.06016384041713115	0.006319842575079784	0.049961456898517574	0.0005480576335350334	0.0005375016363855167	0.000495652318684325	0.0005027584819885584	0.00040135927716145834	0.0005555824499815	0.007032901494693618	0.004799440000106001	0.00044744964730515	0.0058973476284933345	1.2263812561498978e-05	2.1977090939689637e-05	1.5721945324481184e-06	1.302738582429296e-05	1.402557516642635e-10	1.782513651405479e-10	9.094242099147339e-11	1.6874344065732476e-09	1.6874344065732476e-09	1.308064656433613e-09	9.569472124354665e-10	0.0	0.0	0.0
44285	0.08684291207689955	0.13923169503963329	0.7730526707959356	0.0008716332979903938	1.088789541054678e-06	0.0	0.0	0.02246296503931562	0.054640649877878755	0.0004649952146836417	0.007169475951681124	2.2091659823728864e-05	1.881831455116472e-09	1.881831455116472e-09	0.0		0.057509832452792294	0.05067859041146977	0.006416783139007524	0.06153419687752044	0.006447907781392775	0.05105567056847598	0.0005550555212797167	0.0005442793381960333	0.000501601914725675	0.00050884380252295	0.00040568061479774164	0.0005627401937043166	0.007169475951681124	0.00488742444272115	0.00045485310143834174	0.006008442016831417	1.229336224181994e-05	2.2091659823728864e-05	1.5710799454643365e-06	1.3061512449394257e-05	1.5563952684220075e-10	1.9782567246373003e-10	1.00902116397949e-10	1.881831455116472e-09	1.881831455116472e-09	1.4569207504370481e-09	1.0646319755239202e-09	0.0	0.0	0.0
44286	0.08362006415594393	0.13966677869757405	0.7758243225962265	0.0008877609969288336	1.0735533266623248e-06	0.0	0.0	0.02235012005893046	0.05621283764102867	0.00047026610487975	0.0073108531402396515	2.219905351275073e-05	2.060705683844081e-09	2.060705683844081e-09	0.0		0.059169744751328586	0.05213169573413348	0.006604222069613274	0.0633195787625113	0.006635344746559991	0.0525117747319891	0.0005620491523107	0.0005510499422825917	0.0005075354791947	0.0005149143665143667	0.00040997637936007503	0.0005698958661365666	0.0073108531402396515	0.004978776228107333	0.00046261058476100006	0.006123603003754658	1.2317987286594393e-05	2.219905351275073e-05	1.5692613676931392e-06	1.3090472369370822e-05	1.6949041514353227e-10	2.1545888255333036e-10	1.0986322957644199e-10	2.060705683844081e-09	2.060705683844081e-09	1.5931570082780799e-09	1.1627013051721212e-09	0.0	0.0	0.0
44287	0.08055072925437674	0.1400408770231392	0.7784589999173032	0.0009483336233234498	1.0601818573899106e-06	0.0	0.0	0.022242816986747207	0.05769956774651184	0.0004755156971680417	0.0075158283556783665	2.2358169759648757e-05	2.2593404627688533e-09	2.2593404627688533e-09	0.0		0.06074220391233957	0.053502502055796285	0.006776361733395575	0.06501513771825841	0.0068074764599859415	0.05388552477986297	0.0005690384698467083	0.0005578133603241083	0.0005134528663770084	0.0005209700317472083	0.00041424650542975	0.0005770494382999167	0.0075158283556783665	0.005118264139739349	0.00047586042306592505	0.006294970178228658	1.237816400774938e-05	2.2358169759648757e-05	1.5732856065252914e-06	1.3156553946642326e-05	1.849125380431241e-10	2.3509041503914064e-10	1.1984221401295287e-10	2.2593404627688533e-09	2.2593404627688533e-09	1.7445007219291138e-09	1.2717015109654972e-09	0.0	0.0	0.0
44288	0.07765374946298273	0.14034477691513972	0.7809455940528058	0.0010548311728827084	1.0483961889557404e-06	0.0	0.0	0.022133762904482823	0.05985674369001511	0.00048074385616745	0.007707812842981641	2.250626667112162e-05	2.475786465234448e-09	2.475786465234448e-09	0.0		0.06300926411626973	0.05550902215666357	0.00705310279968125	0.06743786561280359	0.007084203748213892	0.05589493329828484	0.0005760234164237833	0.0005645695031077333	0.0005193539302807834	0.0005270106555237583	0.00041849093003334996	0.0005842008808283417	0.007707812842981641	0.005247410466525242	0.0004878408303984083	0.006454534768914225	1.2430663212442297e-05	2.250626667112162e-05	1.576121835305778e-06	1.3214604821456662e-05	2.017175618353207e-10	2.5648170803776266e-10	1.3071642909917328e-10	2.475786465234448e-09	2.475786465234448e-09	1.9093777973848635e-09	1.3904399549333744e-09	0.0	0.0	0.0
44289	0.07494053753832888	0.14056481062872195	0.7832874881203319	0.0012061267540627834	1.0369585545584448e-06	0.0	0.0	0.022021161553599664	0.061016024527614066	0.00048595044746916667	0.007880576162323433	2.2637804543067866e-05	2.6810695953958862e-09	2.6810695953958862e-09	0.0		0.06424510937048927	0.0565662359834344	0.007169073291379976	0.06878520487377686	0.007200154788608776	0.05695498004952207	0.0005830039338891999	0.0005713182805255416	0.000525238524662575	0.00053303609468515	0.00042270959266796663	0.0005913501639634583	0.007880576162323433	0.005361501336353258	0.0004980222773167917	0.006596787484050983	1.2471715767402032e-05	2.2637804543067866e-05	1.5771692216613495e-06	1.3260683559136001e-05	2.173559023638736e-10	2.763969400871226e-10	1.4082976375307618e-10	2.6810695953958862e-09	2.6810695953958862e-09	2.065005894855037e-09	1.502031511124992e-09	0.0	0.0	0.0
