country	FLAI_time	t1	t2	s_hat	s_var	ba1_count_t1	ba1_count_t2	ba2_count_t1	ba2_count_t2	tmin	tmax	x_ba1	x_ba2
NY	44650	03/11/2022	04/20/2022	0.095	5.1e-06	1261	169	1596	9530	44581	44676	0.08404378524454	0.9156839397266854
SPAIN	44594	01/14/2022	02/23/2022	0.092	4.42e-05	1479	1546	15	619	44574	44688	0.8921539058955105	0.0706986880117416
SPAIN	44601	01/21/2022	03/02/2022	0.087	1.6e-05	1842	1175	44	902	44574	44688	0.8644378587968211	0.11085394394064302
SPAIN	44608	01/28/2022	03/09/2022	0.081	7.4e-06	2152	904	109	1164	44574	44688	0.803143115319342	0.17867547344158038
SPAIN	44615	02/04/2022	03/16/2022	0.081	5e-06	2270	646	192	1388	44574	44688	0.6850992624039097	0.3039791644960764
SPAIN	44622	02/11/2022	03/23/2022	0.082	4.6e-06	2125	418	292	1507	44574	44688	0.54158396638436	0.45045551094443737
SPAIN	44629	02/18/2022	03/30/2022	0.085	4.9e-06	1837	213	447	1527	44574	44688	0.41536833678334445	0.5751376093752695
SPAIN	44636	02/25/2022	04/06/2022	0.085	7.5e-06	1426	103	699	1498	44574	44688	0.29948818074453637	0.6916402005229252
SPAIN	44643	03/04/2022	04/13/2022	0.085	1.27e-05	1093	59	981	1603	44574	44688	0.20220149388962572	0.7905912946517163
SPAIN	44650	03/11/2022	04/20/2022	0.084	1.49e-05	829	46	1234	1957	44574	44688	0.11058997498288292	0.8865219479576738
SPAIN	44657	03/18/2022	04/27/2022	0.079	1.77e-05	579	41	1438	2415	44574	44688	0.059269799240243885	0.9396130780474196
SPAIN	44664	03/25/2022	05/04/2022	0.073	2.6e-05	355	32	1517	2528	44574	44688	0.03289265300417385	0.9643184611515249
USA	44609	01/29/2022	03/10/2022	0.094	7e-07	107291	24727	1119	11221	44589	44684	0.9553847842125885	0.04317197173365721
USA	44616	02/05/2022	03/17/2022	0.102	4e-07	98471	17127	1686	17443	44589	44684	0.9153540959346661	0.08339314005634668
USA	44623	02/12/2022	03/24/2022	0.108	3e-07	84749	12121	2395	26215	44589	44684	0.8222747910843068	0.17645060621988054
USA	44630	02/19/2022	03/31/2022	0.112	3e-07	67513	8336	3328	35784	44589	44684	0.6607692086897939	0.3379797346707832
USA	44637	02/26/2022	04/07/2022	0.109	3e-07	48281	5389	4933	42773	44589	44684	0.467289492000044	0.5316282125966922
USA	44644	03/05/2022	04/14/2022	0.102	3e-07	32771	3370	7983	48133	44589	44684	0.29428182848317425	0.7049293313818169
USA	44651	03/12/2022	04/21/2022	0.097	4e-07	22181	1868	12763	51968	44589	44684	0.17504866925984255	0.8243617584166134
USA	44658	03/19/2022	04/28/2022	0.095	7e-07	15504	1034	19680	58093	44589	44684	0.10393441572932674	0.8954590825040353
