country	time	freq_alpha	freq_delta	freq_other	x_alpha	x_delta	var_a	var_d	var_other	R_eff_vac	R_eff_alpha	R_eff_delta	R_vac	R_alpha	R_delta	Cdv	Cav	Cda	Caa	Cdd	Cad	model_x_alpha	model_x_delta
BELGIUM	44312	0.8919233912082121	0.01715238643369969	0.09092422235808828	0.9812192118226601	0.018780788177339903	2.6969340069018835e-05	4.696618599252827e-06	0.0	0.06199369842311141	0.018456412659956276	4.5164953659688914e-05	0.0705	0.020816871604944182	5.9163539960841484e-05	0.050272127279951964	0.05859350507418287	0.01107251397936217	0.01668103366372836	4.91292281243319e-05	3.219403992882684e-05	0.9913622867407021	0.008637713259297833
BELGIUM	44313	0.8919720473098465	0.017872275973830953	0.09015567671632252	0.9805375347544022	0.019462465245597776	2.7059534144959183e-05	4.888435601196438e-06	0.0	0.06321452553238988	0.018630883717278474	4.718841634622716e-05	0.0718	0.02104275974661028	6.350754611074049e-05	0.05117596757500886	0.059661216276382774	0.011088002416250053	0.016749540223767918	5.1128410032010016e-05	3.343449812206677e-05	0.9907381487500605	0.009261851249939482
BELGIUM	44314	0.8919940123002937	0.01852709823181898	0.08947888946788729	0.9798636926889716	0.0201363073110285	2.716950787723161e-05	5.074592650367301e-06	0.0	0.06444308794779673	0.018873334554566194	5.0700795533157964e-05	0.0736	0.021343730324457442	6.953803691312688e-05	0.052076136327473606	0.060726294241597145	0.011169286942799148	0.01690450051377507	5.4892515172419565e-05	3.588159089503669e-05	0.9900653972870049	0.009934602712995056
BELGIUM	44315	0.8920422022065795	0.01909268512017598	0.08886511267324448	0.9792183622828784	0.020781637717121586	2.7256090952354946e-05	5.245293570170991e-06	0.0	0.06596032333176417	0.01916841538925442	5.548743105696162e-05	0.0755	0.021624617553714785	7.53721851436671e-05	0.053394894400893206	0.06224870993109569	0.011300637972781457	0.01712552046806675	6.01489828574216e-05	3.9343247186459106e-05	0.9893390864371483	0.010660913562851686
BELGIUM	44316	0.892144707154498	0.01956766478934115	0.08828762805616086	0.9786112833230006	0.02138871667699938	2.7207977319082087e-05	5.401779814082082e-06	0.0	0.06754453042412698	0.019450148288673624	6.015884384511068e-05	0.07629999999999999	0.021901225517633214	8.129252023965685e-05	0.05479344875654873	0.06385991147598451	0.011417373373451336	0.017327868633320854	6.522113806665723e-05	4.2663795269021157e-05	0.9885546786411125	0.011445321358887582
BELGIUM	44317	0.8922870116841954	0.019983332960305872	0.0877296553554987	0.9783549783549783	0.021645021645021644	2.710713657738111e-05	5.457096253010283e-06	0.0	0.06852196887839078	0.0197294206139077	6.492365907235584e-05	0.07629999999999999	0.022147033778162028	8.66839030567113e-05	0.055258117390534614	0.06445578110064247	0.011530261223970663	0.017525621531140102	7.036037956005675e-05	4.6016407173509435e-05	0.9877085796198419	0.012291420380158105
BELGIUM	44318	0.8924071556141224	0.02040058219319942	0.08719226219267817	0.9778461538461538	0.022153846153846152	2.6954839227506383e-05	5.563108686731253e-06	0.0	0.06905434118568363	0.019987685429792203	6.932530313458742e-05	0.0776	0.022310267292679747	9.033962103553919e-05	0.05504434042526543	0.0643134641580668	0.011621357468539316	0.017695199078134882	7.50195107579024e-05	4.9025084545470816e-05	0.98679697265194	0.013203027348059976
BELGIUM	44319	0.8924093239130324	0.02089252584920083	0.08669815023776672	0.9773769489452767	0.022623051054723325	2.68280752885038e-05	5.645139304711367e-06	0.0	0.07031668833262394	0.020188626981053885	7.246452244808549e-05	0.0793	0.022412608847314375	9.2679166705886e-05	0.05592720433225875	0.06536577218251648	0.011655699781259275	0.01779060334619914	7.812619785003089e-05	5.095468042963238e-05	0.985813478865703	0.014186521134296935
BELGIUM	44320	0.8921930736932927	0.02151934530583856	0.08628758100086875	0.9766525166767738	0.023347483323226198	2.663291606761494e-05	5.782461593183896e-06	0.0	0.07181126144003315	0.02034687556275156	7.464339193609786e-05	0.0857	0.022622125687495075	9.758424320164065e-05	0.057144136376600485	0.06678331989884098	0.011648236727568708	0.01783122874294727	8.005584164536387e-05	5.206732870425773e-05	0.9847521108549521	0.015247889145047936
BELGIUM	44321	0.8916863365333475	0.022307015614446625	0.08600664785220591	0.975653742110009	0.024346257889990983	2.6517989014970043e-05	5.977352333091374e-06	0.0	0.07595690939336297	0.020579299519768987	7.873768914550164e-05	0.0924	0.022938050528592543	0.0001052042258564328	0.06232594217054358	0.07252159358708665	0.011712981857395936	0.017966602676002266	8.426181120255123e-05	5.473808814494562e-05	0.9835980111662528	0.016401988833747272
BELGIUM	44322	0.8908674490886098	0.023239692060375454	0.08589285885101472	0.9746420047732697	0.02535799522673031	2.6546393402392978e-05	6.171315545438355e-06	0.0	0.08031034082607105	0.020885953827015573	8.487199028045286e-05	0.09759999999999999	0.023207725774499713	0.00011195060030988498	0.0677475821810042	0.07852759214646937	0.011849080845247783	0.018195887525601757	9.087320188628294e-05	5.90493426445231e-05	0.982340744881203	0.01765925511879697
BELGIUM	44323	0.8897676548206666	0.024267843781742928	0.08596450139759049	0.9735983387718777	0.02640166122812222	2.660768070102811e-05	6.382143159403767e-06	0.0	0.08386208637045087	0.02116093424138394	9.039545010103385e-05	0.0986	0.023492853377692406	0.00011938860660688246	0.0718881734490306	0.08314493213663271	0.011952819149422977	0.018383186654689923	9.669518117804088e-05	6.280022866655988e-05	0.9809733786943646	0.019026621305635334
BELGIUM	44324	0.8884560457706611	0.025326585358323935	0.08621736887101505	0.9724852071005917	0.027514792899408284	2.680060411031922e-05	6.622529761317197e-06	0.0	0.08508569300446485	0.021446995050574093	9.646568093272209e-05	0.0986	0.023750168753163634	0.00012640671892052331	0.07247016600733755	0.08389116869605835	0.012066130399780812	0.01858342583133701	0.00010312065610080322	6.694959140066852e-05	0.9794936844686086	0.020506315531391414
BELGIUM	44325	0.8870160564730994	0.026355827109767638	0.08662811641713286	0.9712762807225348	0.028723719277465205	2.711124146351809e-05	6.907074417582624e-06	0.0	0.08575331099392018	0.021714021334540087	0.00010226062918311117	0.0992	0.023922630595417316	0.00013132296614477731	0.07220406722932343	0.0837146838893638	0.012159669364352454	0.01875810852613721	0.00010916016417522115	7.081620807918222e-05	0.9778946524339082	0.022105347566091785
BELGIUM	44326	0.8855230148781575	0.02731570561847383	0.0871612795033686	0.9702646446625037	0.029735355337496282	2.7518011522275284e-05	7.1643481711039094e-06	0.0	0.0867577494133207	0.021922040315579778	0.00010652857904652489	0.1001	0.024019244855595145	0.00013419365683746854	0.07244306511350361	0.08408850695370707	0.012194898225212502	0.018856550025952507	0.00011331859470623473	7.337431516714525e-05	0.9761662843524166	0.023833715647583378
BELGIUM	44327	0.8840284572444174	0.028194346862440888	0.0877771958931417	0.9691524408505541	0.030847559149445942	2.7985373877761355e-05	7.4727049270072695e-06	0.0	0.08793404635866617	0.022076825758529012	0.0001092998281453488	0.1027	0.024206210302472855	0.00013996097515887952	0.07293265732573118	0.08473599281527965	0.012178188228612238	0.01888687610400166	0.00011564890641572645	7.466551089793301e-05	0.9742983552498375	0.02570164475016249
BELGIUM	44328	0.8825531684241159	0.029008117849009325	0.08843871372687473	0.9682587666263603	0.03174123337363966	2.8549968483717286e-05	7.742198363289896e-06	0.0	0.09007071379228943	0.0222938566483022	0.00011423380654753728	0.1097	0.024453278218034908	0.00014784071981285824	0.07485464626671295	0.08694478537321067	0.012222335336100489	0.01899697438194945	0.00012054845327341033	7.771499822886047e-05	0.9722737590638346	0.027726240936165356
BELGIUM	44329	0.8810890742725456	0.02979625197653096	0.08911467375092352	0.9673082798655668	0.03269172013443324	2.9189083655354905e-05	8.037139506176764e-06	0.0	0.09469555386671798	0.022552525864203605	0.00012076343008492307	0.11869999999999999	0.024672544502578123	0.0001550476535704031	0.08048607591280249	0.09319700459108145	0.012306574145821097	0.019159817382844772	0.0001273157217508655	8.2033899233504e-05	0.970065352298382	0.029934647701618036
BELGIUM	44330	0.8796091742761218	0.03061185589047998	0.08977896983339817	0.9666460778258185	0.033353922174181594	2.978637588478031e-05	8.267700785141683e-06	0.0	0.10048733217969838	0.022791834411595952	0.00012683116203202432	0.1235	0.024796084308101117	0.00015922546405742333	0.0877915728822174	0.10127992856789644	0.012371189257555992	0.019297153381537244	0.0001334709869673778	8.591398925071673e-05	0.967649422070184	0.03235057792981599
BELGIUM	44331	0.8780828770223363	0.031510535071621555	0.09040658790604206	0.9653882132834425	0.03461178671655753	3.036844003734643e-05	8.647025962049099e-06	0.0	0.10397460304691462	0.02296421752997767	0.00013068304601061332	0.12380000000000001	0.024944824126421423	0.0001644018560469049	0.09153095681426208	0.10548740682396203	0.012370273303583416	0.01934862106952744	0.00013691987792702515	8.791856609512838e-05	0.9650206944360143	0.03497930556398565
BELGIUM	44332	0.8764911835111171	0.032538000305565425	0.09097081618331748	0.9644542308902171	0.03554576910978295	3.0945427158852455e-05	8.936710739802172e-06	0.0	0.10496283253406805	0.023153459852845507	0.00013529397665567016	0.1261	0.025084624916894373	0.00016941869195899643	0.09145872305133347	0.1055478225257238	0.012386026109996983	0.019421880679265913	0.00014124798016978634	9.051773977928121e-05	0.9621756460293484	0.03782435397065165
BELGIUM	44333	0.8748343583023843	0.03371992672289681	0.09144571497471887	0.9629160063391442	0.03708399366085578	3.154733492597794e-05	9.373320434159716e-06	0.0	0.10707670804318842	0.02333586796025705	0.00013980890638456742	0.129	0.025157864683769432	0.00017213757333714544	0.09307299068679643	0.10744583443147222	0.012395254185639462	0.019486538782392836	0.00014542398157010243	9.30008094160782e-05	0.9590895235332991	0.04091047646670085
BELGIUM	44334	0.8731270643959114	0.03505891084328251	0.09181402476080613	0.9616980529843601	0.038301947015639964	3.2109856471047926e-05	9.725702949780239e-06	0.0	0.10954185272164077	0.023471172166650168	0.00014263849800985915	0.1349	0.025294666438065005	0.00017741050882102592	0.09518756846245625	0.10989130713207804	0.012358969186835008	0.019491369915900475	0.0001475465825941932	9.406241817054754e-05	0.9557411615017952	0.04425883849820477
BELGIUM	44335	0.8713827692893951	0.036541272490997395	0.09207595821960757	0.9598329048843187	0.040167095115681235	3.27002725416078e-05	1.0249345824055659e-05	0.0	0.11371066192094892	0.023649739483421778	0.00014737380502681662	0.142	0.025579895769057774	0.00018886340049388138	0.09982820883209868	0.11509152431649194	0.012365507733929616	0.01955217135414028	0.00015193331197161926	9.667358244721172e-05	0.9520935221710246	0.04790647782897539
BELGIUM	44336	0.8695962523392216	0.03815078069557267	0.0922529669652058	0.9581983149708361	0.04180168502916397	3.3374471628102785e-05	1.0729589568014402e-05	0.0	0.11859033055692246	0.023931110926280173	0.00015672130629063163	0.1474	0.025819009759386093	0.00019889060069216177	0.10546893990154607	0.12138725044613818	0.012472146133537464	0.019744312679206316	0.00016180454067281588	0.00010303984368506924	0.9481096986317483	0.05189030136825167
BELGIUM	44337	0.8677346099213178	0.03988167561957224	0.09238371445910998	0.9561374795417349	0.043862520458265136	3.413006115999909e-05	1.134961563001884e-05	0.0	0.12255879968315903	0.024180404797018207	0.00016506507431096064	0.15130000000000002	0.02603625306664479	0.00020842146257261793	0.10965816084446973	0.1261091566732785	0.012546673430166508	0.01989459519473874	0.00017038848198168758	0.00010849518039603505	0.9437682357939544	0.05623176420604559
BELGIUM	44338	0.8657421144273026	0.04174372118127246	0.0925141643914249	0.9542440318302388	0.045755968169761276	3.494963165780325e-05	1.1971313732851233e-05	0.0	0.1257180147580441	0.024414247407287315	0.00017308732442087853	0.1516	0.026223938554231545	0.00021704761583290463	0.11256790613979953	0.12944296155595414	0.012605657701261007	0.020024639368258556	0.00017851334572257596	0.00011361199687119297	0.939046468320495	0.06095353167950504
BELGIUM	44339	0.8635568142447336	0.0437569072006681	0.09268627855459832	0.9518194070080862	0.04818059299191375	3.6000760777808766e-05	1.2780891542487383e-05	0.0	0.12687859669074752	0.024627128954052006	0.00018048172213908098	0.1547	0.026354406431666207	0.00022333842069036236	0.1124273850369164	0.12945822468548235	0.012643966509527153	0.020127638448001917	0.00018581654820729924	0.00011814257352984484	0.9339354871704001	0.06606451282959994
BELGIUM	44340	0.8611315582193877	0.045939075518169094	0.09292936626244319	0.9494845360824742	0.050515463917525774	3.729122005133651e-05	1.3621137275388978e-05	0.0	0.12961459410752899	0.02479956331613132	0.00018618048279999617	0.1588	0.026424264033950005	0.00022687814450467414	0.11464856026621924	0.132046651244004	0.012642966607825204	0.02017903776015593	0.00019102711299832668	0.00012121631371565016	0.9283902873806331	0.0716097126193669
BELGIUM	44341	0.8584509571476451	0.048293064177200584	0.09325597867515434	0.9469430780042164	0.05305692199578355	3.8737343642317766e-05	1.4578536150741119e-05	0.0	0.13293182100571174	0.024928834401955775	0.00018986193033907422	0.1668	0.026487558939536242	0.00023025475916928356	0.11770589184874619	0.13554925224828032	0.01260054684926465	0.02017590079413062	0.00019377856901614114	0.00012258736298322343	0.9223723141600689	0.0776276858399311
BELGIUM	44342	0.8555382051744843	0.050799983291745426	0.09366181153377029	0.944164265129683	0.055835734870317004	4.0364954222256734e-05	1.567505728091689e-05	0.0	0.13846616029073455	0.02505227573413755	0.0001934330745379594	0.1757	0.026633311343169652	0.00023845421439039148	0.12404663147437929	0.14263286299151978	0.01255350665445875	0.02016637185105935	0.00019637592486434433	0.00012384567175662833	0.9158153848640288	0.08418461513597124
BELGIUM	44343	0.8524500626915904	0.05342260326680979	0.09412733404159979	0.9411547002220577	0.05884529977794226	4.220738960613578e-05	1.690515355953432e-05	0.0	0.14455611136814048	0.025231926217865627	0.00020059586118032242	0.18239999999999998	0.026845939432352736	0.0002510796042473571	0.13112960111224875	0.15053328319214815	0.012562158612731394	0.020229615852371912	0.0002032527644861296	0.000128036731144769	0.9086632372277363	0.09133676277226366
BELGIUM	44344	0.8492619391208306	0.05611917698572965	0.09461888389343975	0.9382857142857143	0.061714285714285715	4.413182172290788e-05	1.8186723522899665e-05	0.0	0.14946542234121077	0.025457366497494256	0.00021108107567643168	0.1867	0.027018886851843282	0.0002619181293197691	0.1363348232133786	0.1563974792270069	0.01261569592645987	0.020351659775117072	0.0002140491726915231	0.0001349015714778736	0.9008819868671002	0.09911801313289982
BELGIUM	44345	0.8460458539254343	0.0588650078706177	0.09508913820394804	0.9352179034157833	0.06478209658421673	4.62375118831345e-05	1.9601739829805682e-05	0.0	0.15306819222843157	0.025654626803065284	0.00022029775364883257	0.18739999999999998	0.02715468309073779	0.00027089153647893917	0.13949743224713673	0.16004368595052743	0.012641751438352437	0.020437658588404257	0.0002232343258276568	0.00014063081104934253	0.8924474525492325	0.10755254745076745
BELGIUM	44346	0.8428434122175723	0.06167706446729299	0.09547952331513465	0.9319286871961102	0.06807131280388978	4.854835524839639e-05	2.11693855770873e-05	0.0	0.1546752152670232	0.025825223588514624	0.00022817772145380472	0.1924	0.027259199337614032	0.00027816342329976785	0.13960843186155752	0.16037039532526748	0.012642168542950789	0.020489916505565177	0.0002307409810436018	0.0001451827696047476	0.8833533631264835	0.11664663687351648
BELGIUM	44347	0.8396375182892047	0.06463490846683416	0.09572757324396108	0.9288702928870293	0.07112970711297072	5.0925403482153576e-05	2.275434110628522e-05	0.0	0.158703462492725	0.02597301902921194	0.00023483202310738442	0.19649999999999998	0.027317237352442895	0.00028241049260144897	0.14334661006056354	0.1646492827877352	0.012621046289904557	0.02051370621096301	0.00023671708540298097	0.00014866375680620497	0.873517535330719	0.1264824646692811
BELGIUM	44348	0.8363314651660451	0.0678890035488292	0.09577953128512573	0.92523768366465	0.07476231633535005	5.347007513046266e-05	2.4613797664642332e-05	0.0	0.16225745972919123	0.026087211600652062	0.0002392682583427556	0.2043	0.027425365007855577	0.0002907341095886604	0.14631206981295214	0.16809179350556938	0.012568197378330306	0.020495558045223287	0.00023998825756587998	0.00015027150473188183	0.8629073576431884	0.1370926423568116
BELGIUM	44349	0.8327476781177415	0.07164792340696555	0.0956043984752929	0.9210526315789473	0.07894736842105263	5.611653109682997e-05	2.6745394323996404e-05	0.0	0.16791660873865624	0.026234878323171725	0.00024674405290328654	0.21280000000000002	0.02755902177817731	0.000301583665455718	0.1523913995680153	0.17493074751437848	0.012549171873747886	0.020521405384309684	0.00024687311687567986	0.00015435321740839904	0.8514310889164046	0.14856891108359535
BELGIUM	44350	0.8286539101766065	0.07614303834524105	0.09520305147815245	0.916206261510129	0.08379373848987108	5.909060249403028e-05	2.917777762539471e-05	0.0	0.1740181323758852	0.026399152771471136	0.0002561292450887373	0.2192	0.027673492660573763	0.0003114325083042588	0.1590438044205252	0.18240215630756768	0.012547185379753974	0.020569338476201744	0.0002559869470545385	0.0001599479474214703	0.8390268662144065	0.1609731337855935
BELGIUM	44351	0.8238107872708452	0.08158227981227717	0.0946069329168776	0.910171102661597	0.08982889733840305	6.247176315989047e-05	3.212137893994831e-05	0.0	0.1789930788673972	0.026548969110101607	0.0002648176513323155	0.2236	0.02777671523962332	0.00032091738576412663	0.16390306023912798	0.1879291962770596	0.012531881879453215	0.020599561043167118	0.00026419012420752125	0.0001648932933816509	0.825674814900438	0.1743251850995619
BELGIUM	44352	0.8180198966595722	0.08811498097871934	0.09386512236170841	0.9027982326951399	0.09720176730486009	6.628224652116618e-05	3.569952883692428e-05	0.0	0.18288471057442976	0.026689735147859297	0.0002732763270374355	0.2242	0.027880680121968822	0.0003312130656134521	0.16705748584999666	0.1916059933304127	0.0125087034334996	0.020619158466403248	0.00027205007056824116	0.00016958154900998754	0.8113642421087268	0.18863575789127313
BELGIUM	44353	0.8111485975762723	0.09582735066221408	0.09302405176151363	0.8943626206196038	0.10563737938039613	7.056084000948186e-05	3.990287284003197e-05	0.0	0.18466910340275233	0.026829731675353435	0.0002823753433307581	0.2309	0.027945939807952742	0.00033824266967642444	0.16699059538763747	0.1917786208712616	0.012485811954853345	0.02063880901879303	0.0002806117093788422	0.0001747313930364633	0.7961248393179222	0.20387516068207778
BELGIUM	44354	0.8031200537829358	0.10477257199654517	0.09210737422051896	0.8845545598313126	0.11544544016868741	7.57269236326131e-05	4.4882707151861876e-05	0.0	0.18988586169929303	0.026941426465860417	0.0002890906011744844	0.2379	0.02797864422413124	0.00034210629906160014	0.17207066774853574	0.1975589356398708	0.012436497312791143	0.020623436098924693	0.0002862486041766463	0.00017785031435815714	0.7798444473059751	0.22015555269402493
BELGIUM	44355	0.7938750146031799	0.11502225723277353	0.09110272816404663	0.8737650933040615	0.12623490669593854	8.164895269946024e-05	5.060320351557838e-05	0.0	0.1953135395204038	0.027028869607764194	0.00029347839682647404	0.24739999999999998	0.02804105822708368	0.0003502486379150819	0.1773876388307371	0.20360446073391011	0.01236505333800255	0.02057856427505545	0.0002890542565476826	0.00017901070554527274	0.762499247866463	0.23750075213353705
BELGIUM	44356	0.7833232859899795	0.12671804706882012	0.08995866694120047	0.8608247422680413	0.13917525773195877	8.847638851311618e-05	5.7630894936025076e-05	0.0	0.20219038456010166	0.02713529108330626	0.0003010505248145935	0.2576	0.02812179474498934	0.00036194631873359787	0.1847988436325636	0.2119387404137209	0.012313756302574922	0.020559606511154405	0.000295652762903816	0.00018276994379353898	0.7440287042682674	0.25597129573173255
BELGIUM	44357	0.7713046450666857	0.14010369416736085	0.08859166076595348	0.8466147393648892	0.15338526063511085	9.628968740624213e-05	6.561751368079361e-05	0.0	0.20952057029438903	0.027252899703485333	0.00031129225385905917	0.2671	0.028178764524222598	0.00037116230821775657	0.19277919137788835	0.22090301469268422	0.0122748079338608	0.020556396954390266	0.00030539469007787484	0.00018867160113975116	0.7244105213557757	0.27558947864422434
BELGIUM	44358	0.757576180845818	0.15552248455283776	0.0869013346013442	0.8298807281858129	0.17011927181418707	0.00010530878294112307	7.509803838727131e-05	0.0	0.21652192180163574	0.02735242250443378	0.00031973837038186143	0.2733	0.0282307491768067	0.00038060506460931226	0.200144803722184	0.22920841434510872	0.012219653886653838	0.02053148581507914	0.0003129067466793104	0.00019301667623794903	0.703665658412641	0.29633434158735905
BELGIUM	44359	0.7418380963438373	0.17337062444208304	0.08479127921407958	0.8108995403808273	0.18910045961917268	0.00011499111468975361	8.601039770141101e-05	0.0	0.2217292058512617	0.027446808160835254	0.0003283865942239475	0.27399999999999997	0.02828135266640021	0.0003909934329709459	0.20470099753559495	0.2344635788436217	0.012161095118640749	0.02050160888365058	0.00032060059527837384	0.00019746776055951248	0.6818860354124506	0.31811396458754937
BELGIUM	44360	0.7237976833468203	0.19401094243803935	0.08219137421514033	0.7888965044551063	0.21110349554489377	0.00012570381863825447	9.823072936918595e-05	0.0	0.22388570387935705	0.027538525644328887	0.0003377714940930265	0.2817	0.028317895051548796	0.00039953353917880695	0.20459589084480104	0.23464793761884692	0.01210159496557579	0.020469979764954647	0.0003291149203971001	0.0002024630951202859	0.6592375805493765	0.34076241945062347
BELGIUM	44361	0.7032473002397152	0.21767723650321638	0.07907546325706849	0.7637010676156584	0.23629893238434163	0.00013678369240881976	0.00011155237207144546	0.0	0.2299815304834998	0.027618705738245333	0.00034582253923829304	0.2889	0.028332890773102748	0.00040355307963625664	0.21039681879958014	0.24126710480489416	0.012032577822746447	0.02042532768392306	0.0003359639175256709	0.00020629324790921797	0.6356432871295459	0.3643567128704542
BELGIUM	44362	0.680108797210883	0.24442347024501795	0.075467732544099	0.7354886113152094	0.26451138868479057	0.00014783179001987717	0.0001253687871983194	0.0	0.23584550145447444	0.02768203061888683	0.0003505444711848608	0.2958	0.028363602548445666	0.00041305934348181283	0.21575625528258408	0.2474136586734563	0.011949025963635701	0.02036101893809394	0.0003387738729561612	0.0002073326533959614	0.611194764426107	0.388805235573893
BELGIUM	44363	0.6544031332280448	0.2741616503344303	0.07143521643752493	0.7048192771084337	0.29518072289156627	0.00015811102218748205	0.00013898973064986443	0.0	0.24158696797261717	0.027754355377448303	0.0003593450143137744	0.3007	0.028402833970353644	0.00042715867630138346	0.22084393691530804	0.25327201399085564	0.011876249380538734	0.020310220343869055	0.00034644942760241824	0.00021170832966231805	0.5859947337985105	0.4140052662014895
BELGIUM	44364	0.6261558714431362	0.30677260981455234	0.06707151874231143	0.671264367816092	0.32873563218390806	0.00016732184762375713	0.0001519763055861295	0.0	0.24624878914367446	0.027830735170983344	0.0003715893844267714	0.3059	0.028430568795082836	0.00043877815813666036	0.22422457445499192	0.2572784050532403	0.011809332176677642	0.020266513369613336	0.00035818799478774056	0.0002188557106424811	0.5602028249241189	0.43979717507588106
BELGIUM	44365	0.5953132630923018	0.34220512525289404	0.06248161165480415	0.635166537567777	0.3648334624322231	0.00017486399596916707	0.000163260281681179	0.0	0.25111100776236533	0.027897241705055836	0.0003820484909719133	0.3086	0.028430568795082836	0.00043877815813666036	0.22784435001729414	0.26155083337015195	0.011734699317791265	0.02021209046226829	0.00036769367702613935	0.00022443961452517865	0.5339431129711911	0.46605688702880893
BELGIUM	44366	0.5617555631052074	0.38047023179632006	0.05777420509847264	0.5961089494163424	0.4038910505836576	0.0001804087668113752	0.00017263933988967197	0.0	0.2546019643372191	0.027942468143758253	0.0003839202270656295	0.30879999999999996	0.02847319961604756	0.00046328371904435616	0.22933786291056915	0.2635129353178232	0.01164139758023356	0.020132532098159676	0.00036684296206957904	0.00022288706771823622	0.5074160849898012	0.4925839150101988
