Country	time	s_hat	s_var	x_eff_vac	x_eff_alpha	x_eff_delta	cases	dC_vac	dC_alpha	dC_delta	s_model	s_0	L
NY	44367	0.14	4.2800000000000004e-05	0.5331486228815168	0.005308387797039	0.0001072052159228	1.225666789216845	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.11408332597634215	0.022514878800236764	-3.736111095803121
USA	44323	0.07	1.01e-05	0.3274750584609422	0.0068135633389599	5.371847048301173e-05	15.35953280385255	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.07986826028002689	0.020966535657064092	0.01163017472731287
USA	44330	0.079	9.7e-06	0.3604265822199501	0.0073969794340772	6.819390401324499e-05	12.802364124851854	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.0857106742544138	0.020966535657064092	2.5314574654530975
USA	44337	0.09	9.5e-06	0.392226517402676	0.0079091455173946	8.739376064216166e-05	10.414773228321888	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.091306214144393	0.020966535657064092	4.773371089052516
USA	44344	0.099	9.4e-06	0.4210700586993606	0.0083410526217716	0.0001161203395661	8.32374445141526	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.09634683143595824	0.020966535657064092	4.494030867670364
USA	44351	0.106	9.299999999999999e-06	0.4481370032032837	0.0086682455488638	0.0001535016227081	6.253877227559842	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.10100920932509955	0.020966535657064092	3.534670214478865
USA	44358	0.111	9.299999999999999e-06	0.4772446218650484	0.0089471425310233	0.0002166159116578	5.135213552991596	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.10594768763352702	0.020966535657064092	3.5014514678260413
USA	44365	0.114	9.2e-06	0.5042150608238471	0.0091672638240257	0.0003010733789065	4.152410353158114	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.11047116099302122	0.020966535657064092	4.2024375723817595
USA	44372	0.115	9.299999999999999e-06	0.5282091885482946	0.0093349099968704	0.0004180843691901	3.912739619594395	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.11443596614079302	0.020966535657064092	4.856705556755283
CANADA	44309	0.063	1.84e-05	0.0240892474924845	0.0036321326124967	6.0213267944909344e-05	22.11928455337176	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.050436454917800445	0.04382310049878101	0.2434385593270436
CANADA	44316	0.048	1.34e-05	0.0270787271112648	0.0043934940684661	0.0001029307739807	21.75953275925581	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.051456153582296986	0.04382310049878101	4.245480527208573
CANADA	44323	0.042	1.17e-05	0.030410618508894	0.0051664185200928	0.0001602080012825	20.669507151600357	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.052527416029078566	0.04382310049878101	0.02284761336705099
CANADA	44330	0.045	1.09e-05	0.0343228778880619	0.0058771841788607	0.0002268136256912	18.916324622261268	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.05363928345932274	0.04382310049878101	1.3707097231540644
CANADA	44337	0.047	1.06e-05	0.0393583467842978	0.0064621419502432	0.0002940548606141	15.930213983624474	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.054841641068567135	0.04382310049878101	1.9078550919996466
CANADA	44344	0.05	1.05e-05	0.0459451314809069	0.0069180855468149	0.0003531536925271	11.93367232923959	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.056210600153624335	0.04382310049878101	2.9763884377576977
CANADA	44351	0.052	1.06e-05	0.0587214786153148	0.0072882551450735	0.0004108921221102	8.284930145763443	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.05853521364918982	0.04382310049878101	2.793813450852558
CANADA	44358	0.06	1.13e-05	0.0842160893947197	0.0075857719052519	0.0004675150879879	5.510020998524401	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.06289912196586044	0.04382310049878101	4.404516791195552
CANADA	44365	0.079	1.2499999999999999e-05	0.1256498576306423	0.0078324215551101	0.0005246734855691	3.84733463061135	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.06984693222449243	0.04382310049878101	1.3748064355019283
CANADA	44372	0.098	1.42e-05	0.1762831908144962	0.0080297397114188	0.0005770159830775	2.6727233510279382	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.07827591986886598	0.04382310049878101	-9.036372441434454
CANADA	44379	0.111	1.66e-05	0.2384925833151499	0.0081840888589766	0.0006261266336743	1.9106642384099173	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.08858034542818569	0.04382310049878101	-10.555671081406027
SPAIN	44330	0.069	3.13e-05	0.1247020066090566	0.0171741252134824	6.31264034227963e-05	14.566411947525491	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.060349912747402756	0.027099158030211647	3.071735980110714
SPAIN	44337	0.065	2.03e-05	0.1429351694427175	0.0177897043853124	9.145787137456354e-05	12.020054845832233	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.06378210778343538	0.027099158030211647	4.446972769473576
SPAIN	44344	0.076	1.61e-05	0.1630879662971104	0.0183266335471777	0.000131008389479	10.829986412939713	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.0674612196420363	0.027099158030211647	2.3350974824050317
SPAIN	44351	0.083	1.4e-05	0.1912544636564115	0.0187851618913407	0.0001830781824452	9.967010310425168	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.07238882502805477	0.027099158030211647	0.6479654279256586
SPAIN	44358	0.087	1.24e-05	0.2255484366323019	0.0192403372929803	0.0002732898333443	10.391117926497326	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.07828695740649998	0.027099158030211647	1.6687946693048104
SPAIN	44365	0.091	1.19e-05	0.258257658565183	0.0194854427152227	0.0003739738536392	9.496587789495695	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.0837582623363875	0.027099158030211647	2.5470700504000763
SPAIN	44372	0.095	1.1799999999999999e-05	0.2969701396699454	0.0196146729829503	0.0005553674885712	9.036433700128129	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.09005671455247496	0.027099158030211647	3.719340242087722
SPAIN	44379	0.095	1.2299999999999999e-05	0.34411076023004	0.0197136927880541	0.0009902761232272	10.724948915087792	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.09748622945960782	0.027099158030211647	4.482743255815036
SPAIN	44386	0.083	1.3599999999999999e-05	0.3937170084708942	0.0198478046087916	0.0020774723296374	19.226568471367045	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.10474797696829509	0.027099158030211647	-12.704986614324925
SPAIN	44393	0.082	1.87e-05	0.4427295632513776	0.0199612714935795	0.0040844420304131	33.98840150705492	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.11105126490541724	0.027099158030211647	-18.041648026974393
FINLAND	44327	0.067	4.2000000000000004e-05	0.0371206205528839	0.0056562357070119	4.613723151980549e-05	3.772285184759968	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.0842836725858677	0.07400572558654607	0.5637279121658443
FINLAND	44334	0.065	2.8599999999999997e-05	0.0472719622331126	0.0059104707789223	8.04427548600288e-05	3.7272268332936513	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.08611160304554444	0.07400572558654607	-3.4798408640557383
FINLAND	44341	0.078	2.05e-05	0.0602347658023642	0.006133444109307	0.0001243301700933	3.5325747549591666	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.08836997673419708	0.07400572558654607	1.8557648522714114
FINLAND	44348	0.089	1.95e-05	0.0754656359460821	0.006294856927467	0.0001633596593606	2.990072203304724	0.1342294137290682	0.3038791875592727	-0.3749630371174327	0.09096009789442445	0.07400572558654607	4.405097108999609
