Country	time	s_hat	s_var	x_eff_vac	x_eff_alpha	x_eff_delta	cases	dC_vac	dC_alpha	dC_delta
NETHERLANDS	44385	0.123	1.68e-05	0.3257999057770243	0.037597623016467976	0.0012807080413169498	8.916273328498638	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NY	44325	0.067	3.6e-05	0.33256451853020086	0.004203203496916607	2.587040599494845e-05	9.49272988021681	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NY	44332	0.072	2.51e-05	0.369868874141416	0.004501212378089731	3.5508136913310895e-05	7.447559306852758	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NY	44339	0.079	2.02e-05	0.40458305307884296	0.004751311610524134	4.5242262841941386e-05	5.663263692259822	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NY	44346	0.091	1.66e-05	0.4363232834220346	0.004948601775781221	5.522685655634044e-05	4.152961037211115	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NY	44353	0.11	1.87e-05	0.46520789132782925	0.005100326773520279	6.816033489679084e-05	2.7815111827986483	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NY	44360	0.128	2.35e-05	0.49907116039196475	0.00521919099390684	8.56694554039341e-05	1.8135017295217737	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NY	44367	0.14	3.41e-05	0.5331486228815168	0.005308387797039087	0.0001072052159228931	1.225666789216845	0.13422941372906827	0.3038791875592727	-0.37496303711743273
USA	44323	0.07	1.4e-06	0.3274750584609422	0.006813563338959961	5.3718470483011724e-05	15.35953280385255	0.13422941372906827	0.3038791875592727	-0.37496303711743273
USA	44330	0.079	1e-06	0.36042658221995016	0.007396979434077235	6.819390401324499e-05	12.802364124851854	0.13422941372906827	0.3038791875592727	-0.37496303711743273
USA	44337	0.09	8e-07	0.39222651740267606	0.007909145517394682	8.739376064216166e-05	10.414773228321888	0.13422941372906827	0.3038791875592727	-0.37496303711743273
USA	44344	0.099	7e-07	0.42107005869936065	0.00834105262177166	0.00011612033956611644	8.32374445141526	0.13422941372906827	0.3038791875592727	-0.37496303711743273
USA	44351	0.106	6e-07	0.4481370032032837	0.00866824554886381	0.00015350162270812783	6.253877227559842	0.13422941372906827	0.3038791875592727	-0.37496303711743273
USA	44358	0.111	6e-07	0.4772446218650484	0.008947142531023317	0.00021661591165780884	5.135213552991596	0.13422941372906827	0.3038791875592727	-0.37496303711743273
USA	44365	0.114	5e-07	0.5042150608238471	0.009167263824025768	0.0003010733789065223	4.152410353158114	0.13422941372906827	0.3038791875592727	-0.37496303711743273
USA	44372	0.115	6e-07	0.5282091885482946	0.009334909996870451	0.00041808436919012746	3.912739619594395	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CANADA	44309	0.063	9.7e-06	0.02408924749248454	0.0036321326124967817	6.0213267944909344e-05	22.11928455337176	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CANADA	44316	0.048	4.7e-06	0.02707872711126482	0.004393494068466158	0.00010293077398074948	21.75953275925581	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CANADA	44323	0.042	3e-06	0.030410618508894007	0.0051664185200928255	0.0001602080012825301	20.669507151600353	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CANADA	44330	0.045	2.2e-06	0.03432287788806196	0.005877184178860703	0.00022681362569122518	18.916324622261268	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CANADA	44337	0.047	1.9e-06	0.0393583467842978	0.006462141950243273	0.0002940548606141284	15.930213983624474	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CANADA	44344	0.05	1.8e-06	0.04594513148090696	0.0069180855468149935	0.0003531536925271342	11.93367232923959	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CANADA	44351	0.052	1.9e-06	0.05872147861531481	0.007288255145073536	0.00041089212211026216	8.284930145763443	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CANADA	44358	0.06	2.6e-06	0.08421608939471978	0.007585771905251912	0.00046751508798795	5.510020998524401	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CANADA	44365	0.079	3.8e-06	0.12564985763064232	0.00783242155511017	0.0005246734855691794	3.84733463061135	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CANADA	44372	0.098	5.5e-06	0.1762831908144962	0.008029739711418895	0.0005770159830775313	2.6727233510279382	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CANADA	44379	0.111	7.9e-06	0.23849258331514991	0.008184088858976687	0.0006261266336743666	1.9106642384099175	0.13422941372906827	0.3038791875592727	-0.37496303711743273
SPAIN	44330	0.069	2.26e-05	0.12470200660905661	0.017174125213482445	6.31264034227963e-05	14.566411947525491	0.13422941372906827	0.3038791875592727	-0.37496303711743273
SPAIN	44337	0.065	1.16e-05	0.1429351694427175	0.01778970438531249	9.145787137456354e-05	12.020054845832231	0.13422941372906827	0.3038791875592727	-0.37496303711743273
SPAIN	44344	0.076	7.4e-06	0.1630879662971104	0.018326633547177767	0.00013100838947906147	10.829986412939713	0.13422941372906827	0.3038791875592727	-0.37496303711743273
SPAIN	44351	0.083	5.3e-06	0.19125446365641155	0.018785161891340777	0.00018307818244525862	9.967010310425167	0.13422941372906827	0.3038791875592727	-0.37496303711743273
SPAIN	44358	0.087	3.7e-06	0.22554843663230198	0.019240337292980397	0.0002732898333443508	10.391117926497326	0.13422941372906827	0.3038791875592727	-0.37496303711743273
SPAIN	44365	0.091	3.2e-06	0.258257658565183	0.019485442715222734	0.00037397385363921356	9.496587789495697	0.13422941372906827	0.3038791875592727	-0.37496303711743273
SPAIN	44372	0.095	3.1e-06	0.2969701396699454	0.01961467298295035	0.0005553674885712897	9.036433700128127	0.13422941372906827	0.3038791875592727	-0.37496303711743273
SPAIN	44379	0.095	3.6e-06	0.34411076023004006	0.01971369278805417	0.0009902761232272693	10.724948915087793	0.13422941372906827	0.3038791875592727	-0.37496303711743273
SPAIN	44386	0.083	4.9e-06	0.39371700847089425	0.019847804608791653	0.0020774723296374856	19.226568471367045	0.13422941372906827	0.3038791875592727	-0.37496303711743273
SPAIN	44393	0.082	1e-05	0.44272956325137763	0.01996127149357954	0.004084442030413139	33.98840150705492	0.13422941372906827	0.3038791875592727	-0.37496303711743273
FINLAND	44327	0.067	3.33e-05	0.03712062055288398	0.0056562357070119975	4.613723151980549e-05	3.772285184759968	0.13422941372906827	0.3038791875592727	-0.37496303711743273
FINLAND	44334	0.065	1.99e-05	0.04727196223311269	0.005910470778922364	8.04427548600288e-05	3.7272268332936513	0.13422941372906827	0.3038791875592727	-0.37496303711743273
FINLAND	44341	0.078	1.18e-05	0.060234765802364275	0.00613344410930707	0.00012433017009338615	3.5325747549591666	0.13422941372906827	0.3038791875592727	-0.37496303711743273
FINLAND	44348	0.089	1.08e-05	0.0754656359460821	0.006294856927467076	0.0001633596593606879	2.990072203304724	0.13422941372906827	0.3038791875592727	-0.37496303711743273
FINLAND	44355	0.103	1.5e-05	0.0925845342598392	0.006416486882938439	0.00020444078892212358	2.318702766456617	0.13422941372906827	0.3038791875592727	-0.37496303711743273
FINLAND	44362	0.123	2.85e-05	0.11076829638910396	0.006488015467656347	0.0002551634358056624	1.7365488655118149	0.13422941372906827	0.3038791875592727	-0.37496303711743273
FINLAND	44369	0.13	3.65e-05	0.12979099569789296	0.00651911599875757	0.00032361014630816746	1.5049489389749513	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CA	44307	0.053	2.55e-05	0.20789759732314936	0.001843227967180268	1.8155946542990995e-05	6.546450001053411	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CA	44314	0.042	1.06e-05	0.23999246129604973	0.002022964704004952	2.6712952133043945e-05	5.896319619624787	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CA	44321	0.047	5.9e-06	0.27212518174009515	0.00219777994369523	3.6628737495716625e-05	4.784104738343956	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CA	44328	0.058	4.4e-06	0.3097883223978341	0.0023681360033029827	4.7643645536466015e-05	4.218702494545594	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CA	44335	0.069	3.9e-06	0.3458867581870501	0.002517404364283805	5.982216295108002e-05	3.9600919849129284	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CA	44342	0.083	3.5e-06	0.3798092676329537	0.002645677992291577	7.621576027328821e-05	3.4828322962314218	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CA	44349	0.093	3.3e-06	0.40814295959082614	0.0027860650218718124	0.00011329985958276577	3.322734054082299	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CA	44356	0.105	3.1e-06	0.43967363996000225	0.0028713655552072594	0.0001528520684850277	2.9925472371380986	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CA	44363	0.11	3e-06	0.4712622126587733	0.0029402846588473712	0.00021003079350482786	2.7051038687297604	0.13422941372906827	0.3038791875592727	-0.37496303711743273
CA	44370	0.113	3.2e-06	0.4992570141009121	0.0029921061879748614	0.00029136082026216077	2.369605735695304	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NORWAY	44339	0.071	2.8e-05	0.12483422255618297	0.010463595974127871	5.3660859372773204e-05	7.741103539958528	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NORWAY	44346	0.076	2.14e-05	0.15585108614135504	0.010805221710225528	7.592795064460341e-05	7.137330396922293	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NORWAY	44353	0.08	2.04e-05	0.18376783605082297	0.011091525776211822	0.00010725244839715809	6.693648617569909	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NORWAY	44360	0.088	1.67e-05	0.21114067163276382	0.01133456205311276	0.0001538797043851358	4.934473232632511	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NORWAY	44367	0.086	1.02e-05	0.2332802106872757	0.01154076539116824	0.00022507847136781644	3.8577444608845566	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NORWAY	44374	0.092	9.7e-06	0.2542682384081318	0.01166641253670572	0.0003193263098739166	3.221953045111551	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NORWAY	44381	0.108	1.49e-05	0.26950030688609194	0.011716974418326805	0.0004417107233589776	3.3591742139834224	0.13422941372906827	0.3038791875592727	-0.37496303711743273
NORWAY	44388	0.123	2.76e-05	0.2849616379737812	0.011706376150862782	0.0006222287413845956	3.34087805813384	0.13422941372906827	0.3038791875592727	-0.37496303711743273
ENGLAND	44311	0.127	2.9e-06	0.13545184637710878	0.03474386708319188	2.690757700234572e-05	3.7492484526967287	0.13422941372906827	0.3038791875592727	-0.37496303711743273
ENGLAND	44318	0.118	1.3e-06	0.16709624961759253	0.03482032110958075	5.564297278653973e-05	3.3165340406719714	0.13422941372906827	0.3038791875592727	-0.37496303711743273
ENGLAND	44325	0.111	7e-07	0.19933649350480895	0.034735038348723636	0.00010778494058326943	3.2383731211317417	0.13422941372906827	0.3038791875592727	-0.37496303711743273
ENGLAND	44332	0.103	6e-07	0.23436567791473895	0.03448818535729159	0.00019416380860324447	3.116268788682582	0.13422941372906827	0.3038791875592727	-0.37496303711743273
ENGLAND	44339	0.101	7e-07	0.2724286143929188	0.034083582495658765	0.00033011363903059465	3.339610963748894	0.13422941372906827	0.3038791875592727	-0.37496303711743273
ENGLAND	44346	0.105	1.2e-06	0.3129376854101199	0.03354160962907314	0.0005542452123052147	3.8839080459770114	0.13422941372906827	0.3038791875592727	-0.37496303711743273
